city,timestamp,temperature,season
New York,2010-01-01,-1.6660467347870098,winter
New York,2010-01-02,2.909244425046537,winter
New York,2010-01-03,-0.9504642346471358,winter
New York,2010-01-04,-0.6257310075574035,winter
New York,2010-01-05,8.56836174689466,winter
New York,2010-01-06,8.732658652167393,winter
New York,2010-01-07,-0.5369333243901725,winter
New York,2010-01-08,-3.008955485184199,winter
New York,2010-01-09,-3.4539381218287035,winter
New York,2010-01-10,-7.832402046726376,winter
New York,2010-01-11,13.324778882837773,winter
New York,2010-01-12,0.9605283074740795,winter
New York,2010-01-13,9.576470376502659,winter
New York,2010-01-14,-6.846125851716716,winter
New York,2010-01-15,10.129780231816754,winter
New York,2010-01-16,1.4457982310634714,winter
New York,2010-01-17,2.5193839593658995,winter
New York,2010-01-18,-4.679906743277705,winter
New York,2010-01-19,6.830953962407963,winter
New York,2010-01-20,-3.252044114488839,winter
New York,2010-01-21,3.9310676010840293,winter
New York,2010-01-22,0.14201702676611092,winter
New York,2010-01-23,-3.5543021143222866,winter
New York,2010-01-24,0.05823179465002448,winter
New York,2010-01-25,1.0037284900229195,winter
New York,2010-01-26,-5.5520715323948835,winter
New York,2010-01-27,-0.27834332969070374,winter
New York,2010-01-28,8.004291109738283,winter
New York,2010-01-29,-5.3936224530860155,winter
New York,2010-01-30,5.677946257437318,winter
New York,2010-01-31,-1.204385555468871,winter
New York,2010-02-01,-12.033738451196346,winter
New York,2010-02-02,-9.193653640720171,winter
New York,2010-02-03,-2.7348735841326337,winter
New York,2010-02-04,-0.8074696608310237,winter
New York,2010-02-05,-7.801005739489443,winter
New York,2010-02-06,2.8718322239406815,winter
New York,2010-02-07,3.6469259667639338,winter
New York,2010-02-08,11.864324564080281,winter
New York,2010-02-09,6.705400419680428,winter
New York,2010-02-10,-5.087419197222718,winter
New York,2010-02-11,4.718204568682573,winter
New York,2010-02-12,-8.345925257920436,winter
New York,2010-02-13,-1.9602035428102158,winter
New York,2010-02-14,-1.1454856204016686,winter
New York,2010-02-15,2.849524446359105,winter
New York,2010-02-16,3.5900000745510052,winter
New York,2010-02-17,-4.371648454564712,winter
New York,2010-02-18,2.161051928976973,winter
New York,2010-02-19,-1.0382213281155281,winter
New York,2010-02-20,3.2902781965015464,winter
New York,2010-02-21,2.8279470716918444,winter
New York,2010-02-22,-1.2618782658761503,winter
New York,2010-02-23,-3.8531533456653158,winter
New York,2010-02-24,-0.405434691137151,winter
New York,2010-02-25,3.9421405783457466,winter
New York,2010-02-26,2.125683713175738,winter
New York,2010-02-27,-2.0910710317830565,winter
New York,2010-02-28,-10.476990887040962,winter
New York,2010-03-01,13.936766584430432,spring
New York,2010-03-02,12.166290978253548,spring
New York,2010-03-03,16.47706145523004,spring
New York,2010-03-04,6.455150961916435,spring
New York,2010-03-05,7.009591730896374,spring
New York,2010-03-06,9.254898928110002,spring
New York,2010-03-07,8.554137159503727,spring
New York,2010-03-08,15.500169873063294,spring
New York,2010-03-09,12.85366138189003,spring
New York,2010-03-10,5.39571104141055,spring
New York,2010-03-11,15.206896117134661,spring
New York,2010-03-12,1.3964737381388903,spring
New York,2010-03-13,7.868577002498577,spring
New York,2010-03-14,9.367581855643213,spring
New York,2010-03-15,5.795864479338849,spring
New York,2010-03-16,2.620111561724059,spring
New York,2010-03-17,12.29054715990376,spring
New York,2010-03-18,20.090486911151114,spring
New York,2010-03-19,7.8452322115178506,spring
New York,2010-03-20,11.360196615303947,spring
New York,2010-03-21,9.399818964357202,spring
New York,2010-03-22,11.110823157083258,spring
New York,2010-03-23,8.076150323355195,spring
New York,2010-03-24,5.140057961689005,spring
New York,2010-03-25,17.222554408256826,spring
New York,2010-03-26,9.227246674694253,spring
New York,2010-03-27,13.874952999486554,spring
New York,2010-03-28,14.423100103182719,spring
New York,2010-03-29,0.48982978658900667,spring
New York,2010-03-30,4.849948417691948,spring
New York,2010-03-31,7.558240140992924,spring
New York,2010-04-01,10.177380883959861,spring
New York,2010-04-02,-1.011888217231185,spring
New York,2010-04-03,4.944879173021894,spring
New York,2010-04-04,8.649869178126579,spring
New York,2010-04-05,8.42183959846212,spring
New York,2010-04-06,3.7699782096654655,spring
New York,2010-04-07,7.670340687757101,spring
New York,2010-04-08,3.6642745332306825,spring
New York,2010-04-09,12.943332576257207,spring
New York,2010-04-10,8.846558555192976,spring
New York,2010-04-11,10.16231995123615,spring
New York,2010-04-12,-1.6693316514010248,spring
New York,2010-04-13,16.636428007418232,spring
New York,2010-04-14,10.384877254347378,spring
New York,2010-04-15,8.490382533282776,spring
New York,2010-04-16,14.844662549361896,spring
New York,2010-04-17,10.351583478609138,spring
New York,2010-04-18,11.403036805778598,spring
New York,2010-04-19,8.114529404915155,spring
New York,2010-04-20,10.086435946152053,spring
New York,2010-04-21,14.498192562054246,spring
New York,2010-04-22,10.502367633346742,spring
New York,2010-04-23,16.30149353361545,spring
New York,2010-04-24,6.392116491940393,spring
New York,2010-04-25,3.9690781870584715,spring
New York,2010-04-26,15.816123213716443,spring
New York,2010-04-27,7.381438834623407,spring
New York,2010-04-28,12.360449212234233,spring
New York,2010-04-29,20.02988707880124,spring
New York,2010-04-30,8.300273068521662,spring
New York,2010-05-01,5.86894963415366,spring
New York,2010-05-02,8.670629871419283,spring
New York,2010-05-03,2.67281748677896,spring
New York,2010-05-04,11.657711958075934,spring
New York,2010-05-05,9.166128395579477,spring
New York,2010-05-06,7.4337984307898815,spring
New York,2010-05-07,12.786378015523379,spring
New York,2010-05-08,9.030461612655916,spring
New York,2010-05-09,9.773752084548807,spring
New York,2010-05-10,-1.0063007201775909,spring
New York,2010-05-11,7.6327287211179895,spring
New York,2010-05-12,8.379170670632512,spring
New York,2010-05-13,18.068301150861686,spring
New York,2010-05-14,6.344324583131634,spring
New York,2010-05-15,18.869131655443976,spring
New York,2010-05-16,8.942751905510194,spring
New York,2010-05-17,6.112719124162461,spring
New York,2010-05-18,6.873915659415309,spring
New York,2010-05-19,2.3529659485736607,spring
New York,2010-05-20,2.112264002519364,spring
New York,2010-05-21,6.911879519988441,spring
New York,2010-05-22,7.435311531563907,spring
New York,2010-05-23,13.311213015979682,spring
New York,2010-05-24,12.321157268303326,spring
New York,2010-05-25,6.061413288318387,spring
New York,2010-05-26,13.856793065710281,spring
New York,2010-05-27,2.1118640434870706,spring
New York,2010-05-28,5.145343921483123,spring
New York,2010-05-29,6.055899795596133,spring
New York,2010-05-30,11.570204508878641,spring
New York,2010-05-31,11.393441125860093,spring
New York,2010-06-01,17.830808863558932,summer
New York,2010-06-02,28.817867101349265,summer
New York,2010-06-03,16.30812505357128,summer
New York,2010-06-04,14.218555488604125,summer
New York,2010-06-05,30.012686274688498,summer
New York,2010-06-06,20.371122735272287,summer
New York,2010-06-07,24.48349082105626,summer
New York,2010-06-08,24.97354596795571,summer
New York,2010-06-09,22.285422369573723,summer
New York,2010-06-10,29.931479259778786,summer
New York,2010-06-11,16.882755530374922,summer
New York,2010-06-12,20.202228649747173,summer
New York,2010-06-13,27.09163771088934,summer
New York,2010-06-14,17.135107951573577,summer
New York,2010-06-15,22.56244782018864,summer
New York,2010-06-16,32.418902148126925,summer
New York,2010-06-17,30.04561462264728,summer
New York,2010-06-18,19.457717231327845,summer
New York,2010-06-19,28.18502274543328,summer
New York,2010-06-20,31.375941135024995,summer
New York,2010-06-21,33.57313417730444,summer
New York,2010-06-22,27.031673939712753,summer
New York,2010-06-23,21.132254822993666,summer
New York,2010-06-24,15.93666363845154,summer
New York,2010-06-25,26.99037340642726,summer
New York,2010-06-26,30.701340814846677,summer
New York,2010-06-27,24.223587468067404,summer
New York,2010-06-28,20.89389704165079,summer
New York,2010-06-29,22.039292724339468,summer
New York,2010-06-30,25.500001179688148,summer
New York,2010-07-01,27.358657060093233,summer
New York,2010-07-02,29.3279504080742,summer
New York,2010-07-03,18.135014726384632,summer
New York,2010-07-04,26.32596673611577,summer
New York,2010-07-05,27.638165868279394,summer
New York,2010-07-06,22.238947799411548,summer
New York,2010-07-07,26.776012058713654,summer
New York,2010-07-08,25.966490227128656,summer
New York,2010-07-09,14.14347646322057,summer
New York,2010-07-10,29.88607805724355,summer
New York,2010-07-11,27.89898036461129,summer
New York,2010-07-12,24.543564937264524,summer
New York,2010-07-13,22.654615940669448,summer
New York,2010-07-14,26.119506620344875,summer
New York,2010-07-15,23.661232684746164,summer
New York,2010-07-16,26.02055099462667,summer
New York,2010-07-17,17.016818200835615,summer
New York,2010-07-18,18.94557721352728,summer
New York,2010-07-19,23.08117767411926,summer
New York,2010-07-20,26.07968727984358,summer
New York,2010-07-21,33.436504731460225,summer
New York,2010-07-22,26.32952477439804,summer
New York,2010-07-23,35.492220441875894,summer
New York,2010-07-24,14.466513063226374,summer
New York,2010-07-25,22.93834433006093,summer
New York,2010-07-26,27.64338685457838,summer
New York,2010-07-27,26.3107504250087,summer
New York,2010-07-28,21.541016134220904,summer
New York,2010-07-29,14.083831344064157,summer
New York,2010-07-30,22.257544276903047,summer
New York,2010-07-31,23.650501825711633,summer
New York,2010-08-01,33.11304841733998,summer
New York,2010-08-02,23.323889365141735,summer
New York,2010-08-03,23.49783077991227,summer
New York,2010-08-04,26.901820057996048,summer
New York,2010-08-05,31.431081906974008,summer
New York,2010-08-06,26.794594552443563,summer
New York,2010-08-07,27.037400172121703,summer
New York,2010-08-08,11.303645441723855,summer
New York,2010-08-09,23.712766266375837,summer
New York,2010-08-10,27.70253722228928,summer
New York,2010-08-11,29.149652571365493,summer
New York,2010-08-12,29.511104139509406,summer
New York,2010-08-13,24.510538300427438,summer
New York,2010-08-14,28.690144317605668,summer
New York,2010-08-15,26.01537557399356,summer
New York,2010-08-16,27.626698027735273,summer
New York,2010-08-17,33.439623784386264,summer
New York,2010-08-18,24.293851218816453,summer
New York,2010-08-19,16.165700469838583,summer
New York,2010-08-20,23.183560081057458,summer
New York,2010-08-21,28.816288533331825,summer
New York,2010-08-22,24.83546564458503,summer
New York,2010-08-23,21.66568621500861,summer
New York,2010-08-24,26.50696653243252,summer
New York,2010-08-25,31.625562441728697,summer
New York,2010-08-26,22.636208098073485,summer
New York,2010-08-27,20.563590329267136,summer
New York,2010-08-28,26.17460385286525,summer
New York,2010-08-29,27.88868674130139,summer
New York,2010-08-30,18.202009671680994,summer
New York,2010-08-31,26.857021684683975,summer
New York,2010-09-01,16.83368557754285,autumn
New York,2010-09-02,17.33865260840482,autumn
New York,2010-09-03,17.343252604154973,autumn
New York,2010-09-04,15.667615371299233,autumn
New York,2010-09-05,13.96260915860412,autumn
New York,2010-09-06,18.392030114388216,autumn
New York,2010-09-07,11.247361292852425,autumn
New York,2010-09-08,10.612053828122662,autumn
New York,2010-09-09,7.451337492610287,autumn
New York,2010-09-10,18.431240330606535,autumn
New York,2010-09-11,15.04518872491108,autumn
New York,2010-09-12,10.771120303132955,autumn
New York,2010-09-13,8.572453488726895,autumn
New York,2010-09-14,15.064638590738207,autumn
